,NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH PER HA OF NCA (Kg per ha),avg_rain,RICE YIELD (Kg per ha)
597,12.74,14.38,0.38,97.71666667,647.62
598,11.31,11.39,0.67,137.7916667,615.38
599,11.23,11.31,0.66,91.78333333,445.65
600,11.16,11.24,0.66,76.73333333,722.89
601,15.23,17.81,1.25,107.6583333,655.17
602,19.41,25.69,1.14,88.375,616.28
603,17.65,26.7,2.24,158.2416667,712.64
604,15.6,23.24,1.44,78.6,540.82
605,15.68,22.62,1,87.43333333,520.83
606,13.53,19.43,1.33,71.85,361.7
607,15.98,18.31,1.65,142.375,618.56
608,19.28,21.32,1.8,89.225,569.47
609,14.75,14.13,2.65,137.05,529.07
610,21.24,20.34,0.74,86.675,513.74
611,19.42,19.99,0.67,62.20833333,360.61
612,24.8,25.5,2.35,85.525,350
613,26.99,25.6,1.61,81.29166667,616.67
614,30.44,36.98,0.98,76.025,633.08
615,31.89,29.22,0.36,161.2083333,437.24
616,29.68,23.53,0.53,72.125,1066
617,33.59,30.57,1.52,63.80833333,285.71
619,0.2,0.09,0.01,134.0583333,681.82
620,0.29,0.1,0.02,84.34166667,518.36
621,0.29,0.13,0.02,117.6583333,578.29
622,0.61,0.32,0.08,71.2,689.94
623,1.3,0.63,0.17,144.8083333,719.76
624,1.96,1.03,0.13,79.15,655.94
625,1.88,1.36,0.23,97.76666667,711.66
626,1.7,1.37,0.18,78.21666667,424.43
627,1.98,1.36,0.12,91.98333333,710.74
628,2,1.42,0.1,76.70833333,544.72
629,2.4,1.7,0.22,101.2833333,551.18
630,2.19,1.67,0.27,126.3583333,590.38
631,1.17,1.17,0.18,47.44166667,570.88
632,1.45,1.2,0.36,114.3333333,544.55
633,1.66,1.35,0.22,71.11666667,472
634,2.58,2.33,0.27,111.4416667,618.95
635,2.73,2.05,0.24,111.2583333,732.67
636,2.69,2.49,0.11,92.575,477.5
637,3.82,3.9,0.25,96.26666667,933.85
638,3.95,3.9,0.11,83.43333333,538.46
639,4.81,3.71,0.13,125.625,788.46
640,5.64,5.82,0.28,81.95833333,575.24
641,7.61,7.42,0.27,33.625,609.76
642,8.43,6.92,0.18,148.725,806.69
643,9.09,9.34,0.23,99.28333333,449.25
644,10.32,8.19,0.17,72.10833333,692.16
645,9.03,8.46,0.3,82.7,751.88
646,9.02,5.53,0.13,139.975,761.28
647,8.89,5.45,0.13,74,526.32
648,8.81,5.4,0.12,78.93333333,668.57
649,15.19,13.73,0.63,107.2333333,659.7
650,16.23,20.5,1.12,65.11666667,689.27
651,13.35,12.16,0.91,119.1583333,834.9
652,11.56,11.7,0.51,75.98333333,425.93
653,14.17,12.62,0.4,86.85833333,624.32
654,14.88,15.3,0.63,76.55833333,290.94
655,15.91,14.38,0.44,124.0166667,779.47
656,17.05,16.22,1,87.39166667,686.64
657,13.14,10.12,1.22,138.9,645.4
658,17.96,16.37,0.47,67.16666667,540.37
659,16.63,13.93,0.74,74.075,380.89
660,22.19,22.13,1.19,104.95,508.7
661,23.59,22.01,0.81,56.94166667,674.46
662,37.26,36.9,0.58,91.46666667,993.43
663,29.07,22.06,0.11,149.4833333,1120.08
664,31.88,17.73,0.29,68.7,1070.76
665,35.59,22.68,0.28,80.95,1132.47
666,2.58,1.5,0.74,69.40833333,150
667,3.83,4.35,2.02,110.3916667,500
668,4.44,1.8,1.39,61.78333333,311.11
669,4.98,3.82,1.84,104.0666667,382.72
670,8.38,4.9,2.1,70.23333333,420
671,12.84,6.81,2.46,127.7333333,500
672,15.9,11.42,3.02,100.5083333,466.9
673,10.08,5.7,1.61,67.75833333,359.55
674,11.63,5.64,1.32,83.00833333,248
675,10.41,6.2,1.39,118.4916667,505.84
676,13.62,9,1.63,84.84166667,472.32
677,13.06,7.92,1.49,50.10833333,428.06
678,16.5,10.75,1.83,106.8666667,548.61
679,8.97,5.41,0.87,66.14166667,31.91
680,12.39,7.89,1.76,97.40833333,498.27
681,15.79,9.39,1.76,70.39166667,381.12
682,21.75,15.03,2.89,141.125,539.62
683,26.49,17.46,2.85,106.2083333,673.54
684,27.62,19.35,1.97,64.88333333,466.9
685,36.08,21.91,1.81,105.5916667,764.71
686,22.19,15.99,1.02,54.75833333,468.75
687,37.43,18.95,1.34,90.05833333,689.66
688,43.35,27.34,1.51,67.725,908.23
689,20.09,17.92,0.65,38.98333333,476.67
690,44.65,25.46,1.61,116.025,930.66
691,40.43,25.83,1.62,58.61666667,742.31
692,36.77,19.08,0.39,51.025,932.81
693,31.16,30.3,0.59,68.75833333,811.97
694,34.89,21.18,0.61,74.06666667,856.52
695,35.08,21.29,0.61,49.29166667,411.21
696,34.06,20.67,0.59,97.74166667,880
697,32.29,24.38,1.32,84.25,834.86
698,41.31,38.55,1.23,80.375,773.58
699,37.88,44.49,2.05,92.65833333,975.37
700,34.85,44.71,2.48,62.65833333,674.01
701,31.84,33.69,1.16,80.08333333,689.66
702,27.83,34.12,1.08,64.6,339.53
703,44.35,35.23,1.98,89.80833333,842.79
704,36.18,26.68,1.5,47.275,471.59
705,30.79,17.54,2.15,59.45,491.02
706,31.7,23.8,0.48,49.475,394.75
707,15.45,14.01,0.21,32.33333333,112.82
708,62.76,52.65,0.82,109.7083333,373.64
709,45.08,33.44,0.46,61.325,409.45
710,44.94,45.75,0.06,68.15,475.79
711,43.49,34.75,0.06,109.5666667,351.45
712,42.14,21.78,0.75,72.36666667,410
713,36.04,18.4,0.03,57.08333333,111.67
714,0.6,0.36,0.08,65.46666667,250
715,2.57,1.9,0.01,117.2,500
716,1.43,0.69,0.79,75,242.42
717,2.22,1.67,0.89,106.4583333,392.86
718,3.73,2.56,0.75,80.91666667,465.12
719,4.84,2.79,0.7,112.2333333,456.99
720,5.95,3.27,0.83,81.41666667,435.48
721,2.94,2.14,0.33,59.05833333,432.58
722,2.73,1.67,0.22,59.96666667,210.53
723,2.56,1.6,0.16,89.19166667,786.16
724,2.79,1.6,0.25,80.7,633.72
725,2.88,1.87,0.24,83.68333333,781.91
726,4.51,2.86,0.47,124.6583333,778.3
727,2.61,1.28,0.32,57.64166667,10.15
728,4.98,2.98,0.76,139.3,775.51
729,4.12,2.65,4.96,75.28333333,574.36
730,6.12,4.31,0.69,132.45,794.87
731,7.74,5.47,0.78,100.3666667,1005.05
732,7.84,5.97,1.03,82.95833333,700
733,9.23,6.39,1.01,115.775,1074.42
734,7.82,5.43,0.47,69.83333333,454.55
735,11.12,8.26,0.84,92.19166667,750
736,12.48,10.06,0.75,71.60833333,735.43
737,9.36,7.76,0.48,62.3,715.79
738,18.83,11.84,1.19,106.1666667,935
739,15.85,10.66,1.03,67.1,647.96
740,18.21,11.96,0.35,67.81666667,813.13
741,18.25,14.56,0.41,98.25833333,835.05
742,17.75,10.64,0.61,89.58333333,896.04
743,18.03,10.8,0.62,41.08333333,435.23
744,17.6,10.55,0.61,93.55833333,888.89
745,21.37,16.12,0.67,99.10833333,698.49
746,24.69,24.35,0.92,66.00833333,786.07
747,22.95,23.38,0.7,124.875,1046.15
748,21.96,23.87,0.45,67.71666667,449.2
749,21.49,20.59,0.31,85.25833333,683.91
750,19.47,20.6,0.34,68.125,445.95
751,32.98,29.32,1.06,124.925,858.02
752,35.27,31.95,0.69,78.39166667,664.54
753,28.29,18.23,1.35,83.88333333,643.24
754,29.47,24.92,0.2,54.075,422.91
755,21.56,17.95,0.46,47.93333333,210.62
756,46.38,42.25,0.85,78.19166667,431.86
757,32.67,27.21,0.35,61.81666667,453.61
758,45.81,34.68,0.23,69.63333333,374.78
759,36.02,25.79,0.07,125.2,884.54
760,33.67,23.9,0.27,62.18333333,867
761,42.47,25.47,0.23,66.59166667,333.75
764,0.2,0.15,0.03,69.6,275.86
765,0.55,0.38,0.06,114.4333333,470.95
766,0.88,0.39,0.09,99.99166667,446.12
767,1.73,1.15,0.22,154.4583333,527.72
768,2.17,1.77,0.36,106.3583333,476.01
769,1.77,1.56,0.07,77.91666667,349.3
770,2.14,1.14,0.1,70.78333333,217.84
771,1.67,1.42,0.02,121.0416667,431.03
772,1.53,1.22,0.02,105.0333333,351.82
773,1.83,1.58,0.08,132.4333333,443.66
774,2.65,2.28,0.14,127.4666667,430.31
775,1.78,1.84,0.08,55.225,9.73
776,2.1,2.38,0.61,150.4,442.59
777,3.18,2.34,0.15,65.84166667,338.32
778,2.97,3.02,0.25,131.975,401.13
779,3.56,3.51,0.34,91.66666667,510.64
780,4.76,5.14,0.48,91.73333333,244.62
781,6.91,6.68,0.76,82.75833333,703.78
782,7.18,6.69,0.7,81.59166667,388.89
783,7.96,8.03,0.99,100.8,666.67
784,9.16,9.92,0.84,86.05833333,590.55
785,8.78,9.07,0.3,77.84166667,592.21
786,8.96,8.45,0.66,135.025,791.37
787,10.04,9.41,0.77,70.98333333,420.69
788,12.04,8.38,0.16,77.325,600
789,12.86,12.03,0.23,96.49166667,561.02
790,10.81,7.85,0.3,113.925,662.87
791,10.8,7.85,0.3,79.04166667,380.88
792,10.72,7.79,0.3,85.66666667,587.14
793,12.93,14.53,0.37,121.6916667,643.77
794,14.56,17.56,0.66,64.56666667,587.73
795,13.3,16.41,0.39,117.1333333,736.76
796,11.78,13.74,0.31,67.93333333,369.6
797,13.04,16.84,0.14,105.4333333,547.47
798,11.74,16.46,0.05,87.325,323.48
799,13.75,16.71,0.1,161.3833333,458.82
800,12.12,17.13,0.28,107.05,395.86
801,8.79,9.35,0.57,124.5333333,620.58
802,9.41,9.34,0.27,50.54166667,453.58
803,9.1,10.79,0.45,33.80833333,307.43
804,14.44,17.31,1.06,48.73333333,514.36
805,15.23,15.53,0.26,63.43333333,490.57
806,25.24,21.98,0.1,91.225,1019.96
807,29.6,21.98,0.15,135.1583333,1134.66
808,23.25,14.73,0.19,59.08333333,1369.11
809,25.59,18.6,0.04,64.775,315.09
810,0.54,0.18,0.02,68.66666667,103.75
812,1.41,0.22,0.03,59.89166667,114.55
813,1.14,0.67,0.08,92.68333333,574.33
814,2.02,1.28,0.16,88.44166667,462.86
815,3.67,2.05,0.11,140.1416667,522.21
816,3.84,2.15,0.2,94.525,470.65
817,5.02,3.93,0.19,77.79166667,419.39
818,3.13,1.87,0.15,69.00833333,324.14
819,4.08,2.51,0.06,99.04166667,529.04
820,4.18,2.77,0.12,83.90833333,369.51
821,6.04,3.99,0.25,111.7916667,663.59
822,6.25,4.88,0.41,114.5666667,478.73
823,5.58,4.44,0.39,58.95,29.57
824,6.19,5.47,0.89,110.8166667,509.34
825,7.17,5.39,1.03,105.95,544.78
826,8.2,6.39,0.68,124.6916667,517.3
827,11.09,8.22,0.76,-0.833333333,501.26
828,13.18,11.88,0.87,95.41666667,382.57
829,18.59,13.54,0.65,80.73333333,575.81
830,19.88,15.12,0.5,82.65,407.08
831,22.6,17.76,0.8,80.20833333,423.08
832,28.29,18.65,0.39,77.825,430.01
833,28.52,18.79,0.39,53.71666667,518.52
834,36,20.89,0.32,95.60833333,960.2
835,43.3,23.26,0.34,76.58333333,306.05
836,43.43,16.81,0.11,56.33333333,573.31
837,42.57,27.22,0.08,69.34166667,621.45
838,60.44,21.8,0.3,99.775,890.16
839,60.11,21.68,0.3,90.875,699.17
840,60.44,21.8,0.3,69.7,719.03
841,27.82,21.7,0.66,97.66666667,506.49
842,31.37,23.72,0.59,78.04166667,985.66
843,30.37,25.99,1.07,98.90833333,593.33
844,29.4,25.02,0.78,72.025,548.96
845,32.53,24.63,0.9,107.1583333,939.48
846,28.26,23.57,0.92,78.55,683.72
847,35.06,25.66,1.3,103.825,939.5
848,31.26,21.05,1.09,83.275,632.45
849,30.39,15.17,3.11,80.4,963.72
850,38.38,19.3,1.22,58.16666667,647.61
851,29.77,15.58,0.79,72.01666667,346.05
852,34.87,23.85,1.83,70.24166667,644.56
853,31.64,22.79,0.38,51.56666667,638.91
854,46.35,27.3,0.29,102.0166667,1616.47
855,51.4,24.35,0.18,123.2666667,1789.92
856,37.49,21.27,0.93,79.825,1808.82
857,55.3,27.65,0.21,66.925,947.69
858,0.31,0.12,0.02,67.30833333,127.87
860,0.18,0.12,0.02,59.1,218.58
861,0.15,0.09,0.01,113.175,568.15
863,0.43,0.21,0.01,154.4,427.48
864,0.35,0.16,0.03,93.65,427.46
865,0.37,0.27,0.01,91.225,405.18
866,0.29,0.15,0.03,50.29166667,252.92
867,0.56,0.3,0.02,100.9,536.8
868,0.75,0.45,0.03,75.56666667,351.62
869,0.87,0.48,0.03,121.1833333,628.1
870,0.96,0.57,0.03,120.3416667,508.46
871,0.74,0.53,0.04,63.11666667,64.44
872,1.32,0.64,0.09,99.90833333,519.21
873,1.26,0.7,0.05,117.6,387.25
874,1.29,0.78,0.16,133.75,317.07
875,1.91,1.08,0.18,100.05,594.41
876,2.56,1.56,0.12,98.11666667,435.96
877,2.93,2.38,0.29,119.2666667,705.68
878,3.33,0.58,0.15,96.9,542.17
879,3.09,2.02,0.21,101.65,456.14
880,4.82,2.59,0.08,77.65,422.43
881,5.08,2.72,0.06,55.75,455.9
882,5.33,4.14,0.09,91.93333333,586.86
883,7.03,5.1,0.12,85.75,466.24
884,5.91,3,0.02,44.45,470.53
885,5.38,2.79,0.01,74.36666667,505.23
886,8.27,2.93,0.07,115.8583333,684.47
887,8.22,2.91,0.07,84.46666667,389.52
888,8.36,2.96,0.07,73.175,520.51
889,12.04,5.62,0.34,127.675,413.99
890,12.61,6.26,0.14,88.6,610.85
891,13.12,6.55,0.34,107.95,704.33
892,14.85,6.48,0.31,103.3083333,437.86
893,15.84,6.86,0.27,105.625,712.91
894,13.34,6.46,0.26,73.59166667,621.88
895,16.12,7.31,0.37,114.4,1064.7
896,16.38,7.13,0.28,63.28333333,693.25
897,16.35,7.3,1.25,65.48333333,737.3
898,17.04,8.37,0.27,100.1666667,814.86
899,14.8,6.87,0.19,64.625,432.3
900,17.85,10.36,0.4,65.45,393.06
901,16.73,11.31,0.11,52.89166667,630.58
902,22.94,13.71,0.12,123.95,2058.23
903,29.97,13.38,0.18,110.6083333,1485.59
904,18.42,10.15,0.15,103.5583333,1260
905,20.86,11.42,0.05,67.16666667,1163.81
906,0.64,0.16,0.01,59.15833333,117.81
907,0.47,0.22,0.02,125.85,500
908,0.29,0.27,0.1,60.44166667,181.82
909,0.77,0.48,0.07,92.7,451.53
910,2.27,1.63,0.12,85.40833333,392.08
911,3.62,2.3,0.19,131.5083333,487.36
912,3.8,2.69,0.31,72.675,469.77
913,2.87,2.44,0.19,76.33333333,433.91
914,3.74,2.67,0.33,65.80833333,221.92
915,3.13,2.14,0.1,118.7833333,458.7
916,3.05,2.39,0.12,88.15,303.83
917,4.78,3.46,0.18,94.84166667,410.6
918,4.78,3.55,0.23,130.7083333,392.7
919,2.33,2.03,0.17,43.75833333,23.6
920,4.68,3.84,0.56,136.1083333,433.72
921,5.07,4.42,0.45,67.96666667,336.49
922,7.66,6,0.38,114.0583333,359.65
923,11.25,7.61,0.36,112.2666667,489.94
924,10.69,9.62,0.29,95.29166667,262.99
925,14.65,10.83,0.2,77.06666667,592.82
926,17.34,12.04,0.28,66.4,365.85
927,17.48,13.83,0.61,94.625,357.14
928,20.16,15.08,0.44,83.05833333,360.44
929,23.08,16.83,0.64,76.06666667,432.89
930,29.58,22,0.39,95.45,588.44
931,29.05,21.78,0.28,78.36666667,352.87
932,31.22,16.57,0.11,59.65,400.71
933,27.03,25.03,0.07,70.525,440.87
934,34.01,20.37,0.81,87.35833333,506.29
935,34.31,20.54,0.81,66.375,331.82
936,34.43,20.61,0.82,76.01666667,426.33
937,27.23,22.7,1.08,88.4,505.51
938,27.74,23.13,0.53,73.26666667,475.85
939,28.45,26.91,1.31,87.01666667,595.47
940,28.61,26.96,0.59,67.69166667,287.55
941,32.56,28.63,0.46,104.225,1032
942,32.85,33.55,0.55,90.45,659.8
943,34.23,31.42,1.56,131.1833333,951.17
944,39.45,32.9,1.23,89.86666667,1038.69
945,42.39,30.32,3.74,122.6333333,1188.55
946,46.9,35.79,1.03,64.99166667,641.8
947,43.42,28.87,1.77,61.78333333,249.39
948,50.5,33.36,2.54,62.83333333,432
949,49.24,37.56,1.56,69.24166667,647.7
950,57.28,42.05,0.72,79.96666667,2315.18
951,66.11,29.98,0.31,112.6,2297.55
952,58.04,29.87,1.33,67.40833333,1935.87
953,70.54,37.54,0.63,90.11666667,2288.46
954,0.14,0.03,0.02,74.28333333,348.15
955,0.2,0.13,0.01,87.575,551.89
956,0.85,0.54,0.09,125.6083333,851.95
957,0.8,0.58,0.14,78.64166667,680.24
958,0.89,0.65,0.07,70.275,808.64
959,0.58,0.33,0.07,63.38333333,364.8
960,0.74,0.53,0.06,204.725,718.18
961,0.72,0.45,0.04,82.91666667,660.04
962,0.88,0.53,0.07,100.175,761.21
963,0.72,0.48,0.06,100.025,711.43
964,1.03,0.86,0.07,56.15,118.67
965,0.71,0.55,0.07,118.4666667,817.3
966,0.87,0.56,0.08,73.175,660.7
967,0.96,0.74,0.14,103.7166667,621.47
968,1.11,0.83,0.08,88.26666667,774.24
969,1.31,0.92,0.06,105.7083333,330.54
970,1.94,1.56,0.12,85.93333333,776.11
971,1.66,1.19,0.04,94.85833333,723.98
972,1.87,1.53,0.06,90.925,644.86
973,2.68,2.21,0.1,88.89166667,797.27
974,2.92,2.28,0.14,23.68333333,655.5
975,3.25,3.13,0.06,115.6666667,775.47
976,4.37,3.64,0.14,82.45,478.61
977,4.43,2.99,0.06,52.83333333,675.14
978,4.58,3.26,0.06,96.875,787.8
979,6.18,3.07,0.06,140.2166667,990.63
980,6.14,3.05,0.05,96.85833333,733.16
981,6.06,3.01,0.05,103.8583333,773.47
982,6.46,4.35,0.06,118.2666667,625.61
983,7.06,4.98,0.04,73.85,696.25
984,7.05,5.49,0.49,94.49166667,877.5
985,6.81,4.88,0.13,78.53333333,639.67
986,8.19,5.91,0.21,103.5916667,845.82
987,7.74,5.12,0.17,74.425,492.48
988,4.92,3.39,0.15,136.4666667,778.53
989,4.28,3.21,0.16,60.95,567.01
990,4.37,3.12,0.36,123.75,983.85
991,5.5,3.85,0.22,88.76666667,825.01
992,5.63,4.03,0.24,87.50833333,393.01
993,6.68,5.56,0.22,78.76666667,592.73
994,6.51,5.5,0.28,53.39166667,702.97
995,9.21,5.67,0.2,81.90833333,1489.54
996,10.05,6.79,0.15,87.94166667,1885.37
997,10.55,7.22,0.14,82.50833333,1898.4
998,11.13,6.65,0.13,65.64166667,1650.66
999,0.99,0.29,0.02,61.45833333,833.33
1000,1.92,0.3,0.04,90.05,1266.67
1001,2.17,0.25,0.13,77.86666667,1078.43
1002,2.38,0.63,0.1,54.99166667,921.95
1003,3.31,1.1,0.17,69.6,1066.12
1004,4.78,1.74,0.19,111.3,1289.62
1005,9.58,2.78,0.5,64.56666667,1445
1006,10.85,3.35,0.4,64.025,1402.52
1007,11.95,3.35,1.26,78.83333333,1232.7
1008,9.47,3.25,0.43,66.225,1559.14
1009,15.29,5.62,0.66,73.26666667,1556.07
1010,13.3,4.51,0.6,66.79166667,1036.04
1011,15.49,5.25,0.78,61.175,1240.88
1012,9.04,2.55,0.46,45.88333333,817.83
1013,10.85,4.52,1.43,82.11666667,1309.35
1014,12.98,5.52,1.06,50.79166667,897.54
1015,12.35,4.85,0.93,80.24166667,1305.56
1016,15.84,7.22,1.77,95.51666667,1386.47
1017,14.65,7.03,0.73,69.93333333,806.6
1018,20.52,9.35,1.24,91.83333333,1398.1
1019,25.12,11.68,0.9,59.325,1571.43
1020,22.12,12.18,1.17,46.18333333,1200
1021,35.02,17.86,1.18,70.29166667,1955.13
1022,30.35,22.79,1.3,45.675,1450
1023,40.94,26.82,1.58,89.10833333,1572.82
1024,44,22.54,1.58,55.54166667,1564.1
1025,39.96,17.49,0.5,43.28333333,1970.59
1026,46.2,23.47,1.09,60.1,1929.58
1027,38.87,13.62,0.82,72.28333333,2326.92
1028,36.72,12.87,0.77,82.7,1585.59
1029,36.31,12.72,0.76,100.35,2282.05
1030,65.5,28.98,1.27,73.525,2137.58
1031,74.3,32.36,0.5,76.60833333,1734.48
1032,76.97,37.94,2.32,73.26666667,2229.33
1033,80.62,39.32,1.86,40.83333333,2100.26
1034,79.45,35.51,1.05,77.95,2274.19
1035,56.96,30.25,1.15,45.325,898.73
1036,75.55,39.02,2.58,64.08333333,2463.09
1037,78.83,40.19,1.95,61.3,2109.29
1038,83.81,36.29,4.78,59.85833333,2312.43
1039,97.64,48.75,3.59,45.425,2346.52
1040,111.87,46.75,3.26,45.04166667,947.86
1041,144.63,73.47,4.46,64.06666667,1741.61
1042,141.6,80.74,13.95,39.975,2576.19
1043,165.62,83.17,2.15,70.89166667,1819.16
1044,166.1,58.03,1.4,85.61666667,2348.98
1045,157.18,54.35,1.11,59.36666667,2272.04
1046,140.23,42.32,1.65,71.775,2830.19
1047,0.22,0.09,0.02,43.525,300
1048,0.16,0.1,0.02,84.475,800
1049,0.62,0.07,0.05,74.05,777.78
1050,0.57,0.27,0.1,80.7,648.35
1051,0.93,0.43,0.08,67,1000
1052,1.64,0.69,0.05,112.8833333,1008.93
1053,3.09,0.86,0.05,55.85833333,1008.62
1054,2.57,0.95,0.03,93.2,1192.31
1055,1.91,0.69,0.02,76.475,793.81
1056,2.27,1,0.07,94.81666667,1038.1
1057,3.24,2.01,0.08,82.78333333,803.57
1058,3.36,1.71,0.17,71.825,822.03
1059,5.01,2.72,0.23,77.08333333,620.97
1060,2.83,1.99,0.23,47.53333333,24.79
1061,4.87,2.67,0.34,81.74166667,823.01
1062,4.28,2.59,0.3,55.425,666.67
1063,4.35,2.82,0.29,99.18333333,1019.23
1064,4.41,3.49,0.43,95,1205.88
1065,3.7,3.43,0.33,47.425,614.58
1066,5.61,5.19,0.36,94.85,1272.73
1067,6.04,6.54,0.33,61.725,666.67
1068,5.79,6.08,0.41,64.79166667,857.14
1069,7.3,8.01,0.44,67.76666667,1012.2
1070,3.93,5.55,0.13,27.39166667,394.37
1071,9.86,8.24,0.52,75.46666667,1161.29
1072,11.03,8.59,0.65,72.08333333,725.49
1073,11.14,9.65,0.12,49.95,936.17
1074,10.61,9.81,0.27,64.7,1076.92
1075,13.63,9.56,0.26,67.65,953.49
1076,13.37,9.38,0.25,74.775,714.29
1077,13.16,9.23,0.25,99.34166667,1166.67
1078,18.27,13.22,0.21,74.15833333,1080
1079,17.31,13.28,0.14,54.28333333,1142.86
1080,16.89,16.78,0.86,64.1,1283.02
1081,16.35,16.62,0.75,61.925,859.37
1082,17.73,17.66,0.63,74.48333333,1093.75
1083,13.18,14.8,0.51,36.61666667,404.26
1084,25.1,20.7,0.78,73.70833333,1409.84
1085,24.37,19.35,0.94,57.68333333,1031.41
1086,23.89,19.8,1.58,61.775,949.68
1087,25.62,19.62,0.87,48.39166667,927.73
1088,27.12,21.53,1.68,43.75,503.92
1089,38.27,30.76,0.99,66.29166667,751.25
1090,38.86,32.7,1.94,60.925,1362.5
1091,42.69,36.27,0.6,79.14166667,1483.58
1092,45.45,31.21,1.45,110.975,1166.1
1093,44.2,30.64,0.45,68.1,1237.86
1094,42.4,30.24,0.83,64.11666667,2484.55
1096,0.11,0.04,0.01,95.50833333,500
1097,0.4,0.05,0.01,64.6,416.67
1098,0.3,0.14,0.06,97.55833333,476.19
1099,0.49,0.23,0.05,97.58333333,560
1100,0.86,0.34,0.05,130.225,600
1101,1.08,0.42,0.04,60.79166667,606.06
1102,1.31,0.46,0.03,119.8583333,657.14
1103,1.07,0.33,0.03,65.675,333.33
1104,0.85,0.31,0.02,91.15,687.5
1105,0.98,0.4,0.03,63.90833333,583.33
1106,1.03,0.42,0.04,91.86666667,613.64
1107,1.09,0.48,0.04,82.36666667,595.24
1108,0.57,0.3,0.04,37.75833333,170.73
1109,0.96,0.35,0.1,86.45833333,514.29
1110,1.36,0.5,0.12,68.9,393.94
1111,1.46,0.77,0.13,132.3583333,705.88
1112,2.03,1.07,0.19,94.56666667,766.67
1113,1.81,1.12,0.12,65.13333333,571.43
1114,2.36,1.69,0.15,122.0916667,892.86
1115,3.25,2.48,0.24,58.475,333.33
1116,4.1,3.39,0.25,80.925,500
1117,6.13,6.49,0.24,67.9,625
1118,4.66,5.79,0.18,59.025,428.57
1119,7.3,4.68,0.08,91.80833333,833.33
1120,8.06,6.73,0.12,65.1,437.5
1121,8.21,5.86,0.04,38.93333333,625
1122,8.3,6.74,0.22,86.84166667,705.88
1123,7.77,5.91,0.11,103.4416667,812.5
1124,7.7,5.85,0.11,93.59166667,466.67
1125,7.68,5.84,0.1,158.3333333,727.27
1126,16.7,11.71,0.25,93.16666667,733.33
1127,14.88,11.84,0.08,56.575,692.31
1128,13.74,11.34,0.39,78.84166667,1000
1129,15.38,14.94,0.62,82.15833333,764.71
1130,16.63,17.97,0.81,81.65,823.53
1131,8.43,15.2,0.74,46.91666667,312.5
1132,37.33,37.34,2.8,76.96666667,944.44
1133,37.86,32.89,2.35,65.99166667,837.21
1134,34.89,24.75,3.1,75.925,756.1
1135,50.27,31.18,0.83,82.825,756.25
1136,44.29,28.54,1.53,63.81666667,500
1137,49.8,39.75,0.77,81.71666667,421.43
1138,46.4,41.57,0.93,51.38333333,846.15
1139,60.68,57.44,0.3,63.29166667,2417.11
1140,76.5,58.58,0.88,139.875,1651.04
1141,81.02,54.38,0.45,77.28333333,2220
1142,88.07,58.56,1.41,100.1416667,1500
1145,0.4,0.09,0.02,70.625,833.33
1146,2.22,0.35,0.14,109.8,500
1147,4.09,0.77,0.2,72.05833333,636.36
1148,3.31,1.06,0.09,49.58333333,461.54
1149,4.24,1.58,0.19,59.91666667,416.67
1150,5.21,2.22,0.2,75.625,454.55
1151,5.08,2.02,0.2,75.025,500
1152,9.85,4.13,0.59,57.875,428.57
1153,12.01,5.31,0.77,77.8,466.67
1155,10.75,4.54,0.99,82.46666667,466.67
1156,6.63,2.34,0.39,36.04166667,76.92
1157,8.22,3.42,0.79,88.125,538.46
1158,8.89,3.61,0.7,0.416666667,636.36
1159,8.07,4.12,0.39,57.20833333,500
1160,10.68,5.09,0.32,105.8916667,692.31
1161,12.89,5.7,0.4,61.21666667,400
1162,12.01,7.71,0.81,46.83333333,250
1163,18.2,10.44,0.33,86.575,555.56
1164,20.25,10.16,0.42,43.44166667,500
1165,29.75,13.37,0.84,93.19166667,571.43
1166,24.73,12.84,0.76,67.95833333,500
1167,27.52,9.33,0.1,43.45,600
1168,30.96,15.06,0.48,62.10833333,666.67
1169,23.54,11.09,0.77,50.875,500
1170,22.95,10.81,0.75,65.13333333,750
1171,22.57,10.63,0.74,118.8333333,1500
1172,43.54,17.45,0.77,59.04166667,1166.67
1173,31.26,16.13,0.33,73.15,1600
1174,30.75,15.31,1.09,85.90833333,1416.67
1175,33.25,16.39,0.95,54.36666667,950
1176,30,16.85,0.75,80.93333333,1150
1177,30.07,15.28,0.8,49.33333333,666.67
1178,37.03,18.27,1.1,89.725,1428.57
1179,37.08,17.96,0.77,47.30833333,657.14
1180,40.05,12.2,1.75,40.26666667,946.43
1181,50.89,18.61,0.66,36.33333333,842.47
1182,67.23,27.89,1.57,47.36666667,613.33
1183,70.11,37.26,0.36,87,825
1184,66.76,35.98,3.37,53.50833333,1162.79
1185,77.34,37.93,2.33,75.375,2045.79
1186,67,17.69,0.79,97.16666667,1144.98
1187,82.27,26,0.08,60.35833333,977.67
1188,119.7,13.05,0.39,56.63333333,1714.29
1189,1.02,0.21,0.02,48.11666667,1500
1190,1.52,0.47,0.16,85.16666667,666.67
1191,0.43,0.36,0.14,53.48333333,606.06
1192,2.92,0.65,0.13,57.51666667,851.85
1193,4.69,1.26,0.14,53.175,700
1194,13.79,4.41,0.61,48.33333333,1290.32
1195,10.39,3.11,0.56,59.83333333,928.57
